Order Date,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
25-04-2016,JL-15850,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,82.8,2,0.4,-20.7
01-09-2015,DB-13615,Consumer,Los Angeles,California,West,TEC-CO-10001449,Technology,Copiers,959.984,2,0.2,335.9944
13-04-2014,JD-15895,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10000702,Technology,Phones,71.928,12,0.4,8.3916
15-06-2017,CC-12550,Consumer,San Francisco,California,West,TEC-PH-10002293,Technology,Phones,47.976,3,0.2,4.7976
01-09-2016,AB-10060,Home Office,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,6.79,1,0,2.3086
23-07-2014,AG-10900,Consumer,Tucson,Arizona,West,TEC-AC-10003911,Technology,Accessories,1023.936,8,0.2,179.1888
23-07-2014,AG-10900,Consumer,Tucson,Arizona,West,TEC-AC-10002076,Technology,Accessories,479.04,10,0.2,-29.94
26-06-2015,LA-16780,Corporate,Taylor,Michigan,Central,TEC-AC-10004708,Technology,Accessories,41.9,2,0,8.799
27-11-2015,DO-13435,Consumer,Pembroke Pines,Florida,South,TEC-AC-10002335,Technology,Accessories,83.976,3,0.2,-1.0497
03-12-2015,DK-13225,Corporate,Philadelphia,Pennsylvania,East,TEC-MA-10001681,Technology,Machines,482.34,4,0.7,-337.638
11-12-2017,MV-18190,Consumer,New York City,New York,East,TEC-AC-10001998,Technology,Accessories,39.98,2,0,13.5932
21-09-2014,JG-15115,Consumer,Des Moines,Washington,West,TEC-PH-10003012,Technology,Phones,246.384,2,0.2,27.7182
21-09-2014,JG-15115,Consumer,Des Moines,Washington,West,TEC-CO-10002313,Technology,Copiers,1799.97,3,0,701.9883
08-09-2016,AG-10675,Consumer,Houston,Texas,Central,TEC-AC-10000158,Technology,Accessories,57.584,2,0.2,0.7198
08-12-2017,KH-16510,Consumer,San Francisco,California,West,TEC-AC-10000158,Technology,Accessories,179.95,5,0,37.7895
08-12-2017,KH-16510,Consumer,San Francisco,California,West,TEC-CO-10004115,Technology,Copiers,1199.976,3,0.2,434.9913
22-06-2014,JE-15745,Consumer,Louisville,Colorado,West,TEC-AC-10004114,Technology,Accessories,196.752,6,0.2,56.5662
12-09-2014,SD-20485,Home Office,New Rochelle,New York,East,TEC-MA-10000029,Technology,Machines,69.99,1,0,30.0957
15-04-2016,RB-19795,Home Office,Gastonia,North Carolina,South,TEC-AC-10004659,Technology,Accessories,408.744,7,0.2,76.6395
15-04-2016,RB-19795,Home Office,Gastonia,North Carolina,South,TEC-AC-10004659,Technology,Accessories,291.96,5,0.2,54.7425
19-12-2014,MK-18160,Consumer,Jacksonville,Florida,South,TEC-AC-10002600,Technology,Accessories,247.8,5,0.2,-18.585
12-06-2016,PO-19180,Home Office,Chicago,Illinois,Central,TEC-MA-10002937,Technology,Machines,1007.979,3,0.3,43.1991
01-04-2016,RB-19360,Consumer,Auburn,New York,East,TEC-PH-10002365,Technology,Phones,35.12,4,0,9.1312
13-12-2016,KH-16630,Corporate,Norman,Oklahoma,Central,TEC-AC-10001772,Technology,Accessories,63.88,4,0,24.9132
15-12-2015,JH-15985,Consumer,Seattle,Washington,West,TEC-AC-10004571,Technology,Accessories,899.91,9,0,377.9622
09-11-2014,JP-15520,Consumer,San Francisco,California,West,TEC-PH-10002680,Technology,Phones,703.968,4,0.2,87.996
12-07-2016,KH-16690,Corporate,Los Angeles,California,West,TEC-PH-10000149,Technology,Phones,95.76,6,0.2,7.182
06-10-2014,XP-21865,Consumer,San Diego,California,West,TEC-AC-10001445,Technology,Accessories,9.09,3,0,1.9089
22-07-2014,EM-14065,Consumer,New York City,New York,East,TEC-AC-10002567,Technology,Accessories,159.98,2,0,57.5928
10-06-2017,MT-18070,Home Office,Los Angeles,California,West,TEC-PH-10001924,Technology,Phones,279.96,5,0.2,17.4975
29-10-2014,SA-20830,Consumer,Chicago,Illinois,Central,TEC-PH-10001363,Technology,Phones,2735.952,6,0.2,341.994
09-06-2014,CW-11905,Home Office,Huntsville,Texas,Central,TEC-PH-10000376,Technology,Phones,7.992,1,0.2,0.5994
09-06-2014,CW-11905,Home Office,Huntsville,Texas,Central,TEC-AC-10000303,Technology,Accessories,63.984,2,0.2,10.3974
09-05-2016,SS-20590,Consumer,Seattle,Washington,West,TEC-AC-10000991,Technology,Accessories,93.98,2,0,13.1572
26-11-2017,LS-17245,Consumer,Gladstone,Missouri,Central,TEC-AC-10002399,Technology,Accessories,38.04,2,0,12.1728
22-01-2017,AD-10180,Home Office,Great Falls,Montana,West,TEC-CO-10003236,Technology,Copiers,2999.95,5,0,1379.977
22-03-2015,DB-13210,Consumer,Houston,Texas,Central,TEC-AC-10000171,Technology,Accessories,18.392,1,0.2,5.2877
21-05-2016,LH-17155,Consumer,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,55.176,3,0.2,-12.4146
21-05-2016,LH-17155,Consumer,Los Angeles,California,West,TEC-AC-10003832,Technology,Accessories,66.26,2,0,27.1666
29-05-2016,RL-19615,Consumer,Montgomery,Alabama,South,TEC-PH-10000984,Technology,Phones,979.95,5,0,274.386
01-02-2014,BD-11500,Consumer,Green Bay,Wisconsin,Central,TEC-AC-10001432,Technology,Accessories,468.9,6,0,206.316
14-07-2016,ES-14080,Corporate,Tucson,Arizona,West,TEC-PH-10002262,Technology,Phones,380.864,8,0.2,38.0864
11-05-2014,PG-18895,Consumer,Fort Worth,Texas,Central,TEC-AC-10001465,Technology,Accessories,58.112,2,0.2,7.264
11-05-2014,PG-18895,Consumer,Fort Worth,Texas,Central,TEC-PH-10002597,Technology,Phones,100.792,1,0.2,6.2995
07-12-2017,FP-14320,Consumer,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,374.376,3,0.2,46.797
28-12-2017,JF-15415,Consumer,New York City,New York,East,TEC-PH-10000347,Technology,Phones,14.85,3,0,4.0095
01-12-2017,DV-13465,Consumer,Denver,Colorado,West,TEC-PH-10004977,Technology,Phones,470.376,3,0.2,52.9173
01-12-2017,DV-13465,Consumer,Denver,Colorado,West,TEC-PH-10000586,Technology,Phones,105.584,2,0.2,9.2386
01-12-2017,DV-13465,Consumer,Denver,Colorado,West,TEC-PH-10001254,Technology,Phones,406.368,4,0.2,30.4776
20-03-2016,ZC-21910,Consumer,Salem,Oregon,West,TEC-PH-10003800,Technology,Phones,84.784,2,0.2,-20.1362
09-01-2014,MS-17830,Consumer,Laredo,Texas,Central,TEC-AC-10001266,Technology,Accessories,31.2,3,0.2,9.75
08-08-2014,LR-16915,Consumer,San Diego,California,West,TEC-CO-10004115,Technology,Copiers,1199.976,3,0.2,434.9913
08-08-2014,LR-16915,Consumer,San Diego,California,West,TEC-PH-10002398,Technology,Phones,445.96,5,0.2,55.745
16-07-2016,CK-12205,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10001425,Technology,Phones,143.982,3,0.4,-28.7964
16-07-2016,CK-12205,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10003963,Technology,Phones,494.376,4,0.4,-115.3544
23-05-2014,AR-10510,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10003092,Technology,Phones,55.188,2,0.4,-10.1178
28-04-2016,NB-18655,Corporate,Dallas,Texas,Central,TEC-PH-10003012,Technology,Phones,369.576,3,0.2,41.5773
11-09-2016,GD-14590,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10004667,Technology,Phones,728.946,9,0.4,-157.9383
14-11-2017,CK-12595,Consumer,Grove City,Ohio,East,TEC-PH-10000011,Technology,Phones,119.94,10,0.4,15.992
18-08-2017,NG-18355,Corporate,New York City,New York,East,TEC-PH-10002538,Technology,Phones,37.91,1,0,10.9939
11-12-2016,FM-14380,Consumer,Aurora,Colorado,West,TEC-AC-10001267,Technology,Accessories,119.8,5,0.2,29.95
11-12-2016,FM-14380,Consumer,Aurora,Colorado,West,TEC-PH-10002103,Technology,Phones,300.768,4,0.2,30.0768
24-09-2017,BD-11605,Consumer,Miami,Florida,South,TEC-AC-10002857,Technology,Accessories,17.88,3,0.2,2.4585
10-06-2017,SC-20305,Consumer,Rochester Hills,Michigan,Central,TEC-AC-10003832,Technology,Accessories,132.52,4,0,54.3332
11-12-2016,AR-10825,Corporate,Vancouver,Washington,West,TEC-PH-10003273,Technology,Phones,302.376,3,0.2,22.6782
11-12-2016,AR-10825,Corporate,Vancouver,Washington,West,TEC-AC-10001142,Technology,Accessories,316,4,0,31.6
19-06-2017,AR-10405,Corporate,New York City,New York,East,TEC-AC-10001101,Technology,Accessories,103.12,8,0,10.312
08-06-2017,TH-21235,Corporate,Dallas,Texas,Central,TEC-PH-10004042,Technology,Phones,381.576,3,0.2,28.6182
05-12-2017,RB-19570,Consumer,Columbus,Indiana,Central,TEC-AC-10003832,Technology,Accessories,99.39,3,0,40.7499
18-03-2017,CD-11980,Consumer,Tyler,Texas,Central,TEC-AC-10003614,Technology,Accessories,27.816,3,0.2,4.5201
04-11-2017,GT-14635,Corporate,Burlington,North Carolina,South,TEC-MA-10004125,Technology,Machines,7999.98,4,0.5,-3839.9904
05-07-2014,MC-17845,Consumer,Jackson,Mississippi,South,TEC-AC-10003911,Technology,Accessories,479.97,3,0,163.1898
21-06-2014,NP-18325,Consumer,Waynesboro,Virginia,South,TEC-PH-10002033,Technology,Phones,284.82,1,0,74.0532
28-03-2015,AB-10165,Consumer,Los Angeles,California,West,TEC-AC-10002253,Technology,Accessories,166.24,1,0,24.936
12-09-2014,BN-11470,Corporate,Cary,North Carolina,South,TEC-AC-10002399,Technology,Accessories,15.216,1,0.2,2.2824
02-12-2014,DP-13165,Consumer,New York City,New York,East,TEC-AC-10003628,Technology,Accessories,119.96,4,0,52.7824
19-05-2017,RS-19765,Corporate,Mount Vernon,New York,East,TEC-PH-10003012,Technology,Phones,307.98,2,0,89.3142
19-05-2017,RS-19765,Corporate,Mount Vernon,New York,East,TEC-AC-10001606,Technology,Accessories,299.97,3,0,113.9886
16-09-2017,JF-15355,Consumer,Austin,Texas,Central,TEC-PH-10002170,Technology,Phones,55.992,1,0.2,5.5992
21-01-2017,DS-13030,Home Office,Seattle,Washington,West,TEC-AC-10003610,Technology,Accessories,179.97,3,0,86.3856
08-09-2014,GZ-14470,Consumer,San Francisco,California,West,TEC-AC-10001383,Technology,Accessories,49.98,2,0,8.4966
20-03-2016,PB-19105,Consumer,Evanston,Illinois,Central,TEC-PH-10000004,Technology,Phones,11.992,1,0.2,0.8994
07-04-2016,YC-21895,Corporate,San Francisco,California,West,TEC-CO-10002095,Technology,Copiers,1199.976,3,0.2,374.9925
29-12-2014,DC-13285,Consumer,Cottage Grove,Minnesota,Central,TEC-AC-10001267,Technology,Accessories,119.8,4,0,47.92
08-02-2015,LH-17020,Consumer,Columbus,Ohio,East,TEC-PH-10003931,Technology,Phones,107.982,3,0.4,-26.9955
13-01-2014,CS-12250,Corporate,Bossier City,Louisiana,South,TEC-AC-10003174,Technology,Accessories,646.74,6,0,258.696
30-01-2017,BV-11245,Corporate,Des Moines,Iowa,Central,TEC-PH-10004614,Technology,Phones,207,3,0,51.75
03-10-2015,BM-11785,Consumer,Columbus,Ohio,East,TEC-AC-10002167,Technology,Accessories,24,2,0.2,-2.7
03-10-2015,BM-11785,Consumer,Columbus,Ohio,East,TEC-AC-10000057,Technology,Accessories,47.984,2,0.2,0.5998
20-05-2016,JK-15730,Consumer,Asheville,North Carolina,South,TEC-PH-10001530,Technology,Phones,1363.96,5,0.2,85.2475
20-02-2017,HW-14935,Corporate,San Diego,California,West,TEC-PH-10001580,Technology,Phones,215.968,2,0.2,18.8972
01-11-2014,RA-19915,Consumer,Denver,Colorado,West,TEC-PH-10001795,Technology,Phones,1983.968,4,0.2,247.996
03-02-2015,AA-10375,Consumer,Omaha,Nebraska,Central,TEC-AC-10004901,Technology,Accessories,149.97,3,0,50.9898
13-10-2014,ZC-21910,Consumer,Edmonds,Washington,West,TEC-AC-10001101,Technology,Accessories,25.78,2,0,2.578
14-05-2017,PJ-19015,Consumer,Santa Ana,California,West,TEC-AC-10001838,Technology,Accessories,1399.93,7,0,601.9699
20-06-2017,TR-21325,Consumer,Belleville,New Jersey,East,TEC-AC-10002402,Technology,Accessories,239.97,3,0,71.991
09-05-2014,PG-18820,Consumer,San Francisco,California,West,TEC-AC-10003441,Technology,Accessories,67.8,4,0,4.068
09-05-2014,PG-18820,Consumer,San Francisco,California,West,TEC-AC-10000109,Technology,Accessories,167.97,3,0,40.3128
16-06-2017,JE-15745,Consumer,Florence,Kentucky,South,TEC-PH-10001557,Technology,Phones,191.98,2,0,51.8346
16-06-2017,JE-15745,Consumer,Florence,Kentucky,South,TEC-PH-10002085,Technology,Phones,65.99,1,0,17.1574
23-07-2016,JB-15400,Corporate,Tampa,Florida,South,TEC-MA-10004002,Technology,Machines,265.475,1,0.5,-111.4995
07-03-2016,EB-13705,Corporate,Fort Worth,Texas,Central,TEC-PH-10002365,Technology,Phones,21.072,3,0.2,1.5804
13-10-2015,AF-10885,Consumer,Louisville,Kentucky,South,TEC-PH-10001552,Technology,Phones,83.72,7,0,23.4416
07-02-2014,CK-12760,Corporate,Linden,New Jersey,East,TEC-AC-10000710,Technology,Accessories,115.36,7,0,49.6048
05-01-2016,AJ-10795,Corporate,Jacksonville,Florida,South,TEC-AC-10001714,Technology,Accessories,191.472,6,0.2,40.6878
05-01-2016,AJ-10795,Corporate,Jacksonville,Florida,South,TEC-PH-10002923,Technology,Phones,59.184,2,0.2,5.1786
03-09-2016,PK-18910,Home Office,Philadelphia,Pennsylvania,East,TEC-PH-10002496,Technology,Phones,280.782,3,0.4,-46.797
17-01-2016,CC-12430,Home Office,Concord,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,29.99,1,0,13.1956
17-01-2016,CC-12430,Home Office,Concord,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,371.97,3,0,66.9546
20-06-2017,JE-15475,Consumer,New Rochelle,New York,East,TEC-AC-10000927,Technology,Accessories,149.95,5,0,14.995
26-06-2017,TH-21550,Home Office,Detroit,Michigan,Central,TEC-PH-10002660,Technology,Phones,543.92,8,0,135.98
15-09-2017,DB-13060,Consumer,Chicago,Illinois,Central,TEC-PH-10004536,Technology,Phones,323.976,3,0.2,20.2485
30-12-2017,PO-18865,Consumer,New York City,New York,East,TEC-PH-10004774,Technology,Phones,90.93,7,0,2.7279
02-09-2017,BE-11335,Home Office,Jackson,Michigan,Central,TEC-PH-10001494,Technology,Phones,1199.8,4,0,323.946
02-09-2017,BE-11335,Home Office,Jackson,Michigan,Central,TEC-AC-10004666,Technology,Accessories,1928.78,7,0,829.3754
27-11-2017,BM-11650,Corporate,Milwaukee,Wisconsin,Central,TEC-AC-10001772,Technology,Accessories,143.73,9,0,56.0547
11-04-2015,SE-20110,Consumer,New York City,New York,East,TEC-AC-10002473,Technology,Accessories,85.14,3,0,34.9074
11-04-2015,SE-20110,Consumer,New York City,New York,East,TEC-PH-10004531,Technology,Phones,21.99,1,0,10.5552
13-09-2014,JM-15535,Consumer,Philadelphia,Pennsylvania,East,TEC-AC-10004353,Technology,Accessories,252,5,0.2,53.55
05-11-2017,RA-19885,Corporate,Farmington,New Mexico,West,TEC-AC-10003911,Technology,Accessories,159.99,1,0,54.3966
15-05-2017,JA-15970,Consumer,Phoenix,Arizona,West,TEC-PH-10002923,Technology,Phones,29.592,1,0.2,2.5893
16-01-2014,DL-13315,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,124.2,3,0.4,-31.05
05-10-2017,PO-19195,Home Office,New York City,New York,East,TEC-PH-10003555,Technology,Phones,160.93,7,0,3.2186
07-01-2017,BW-11110,Corporate,Detroit,Michigan,Central,TEC-MA-10000822,Technology,Machines,3059.982,2,0.1,679.996
11-11-2014,TZ-21580,Consumer,Louisville,Colorado,West,TEC-PH-10000560,Technology,Phones,559.984,2,0.2,55.9984
29-09-2017,AS-10630,Home Office,Pasadena,Texas,Central,TEC-MA-10003066,Technology,Machines,336.51,3,0.4,44.868
21-05-2014,MW-18235,Corporate,Virginia Beach,Virginia,South,TEC-PH-10001530,Technology,Phones,617.97,3,0,173.0316
31-07-2015,RH-19495,Consumer,New York City,New York,East,TEC-AC-10003033,Technology,Accessories,2309.65,7,0,762.1845
01-08-2017,AT-10735,Consumer,Chicago,Illinois,Central,TEC-PH-10003931,Technology,Phones,95.984,2,0.2,5.999
21-12-2015,JS-15880,Consumer,Seattle,Washington,West,TEC-AC-10003198,Technology,Accessories,99.6,1,0,36.852
06-07-2015,KM-16225,Corporate,New York City,New York,East,TEC-PH-10004188,Technology,Phones,124.95,5,0,2.499
27-04-2015,GT-14710,Consumer,Washington,District of Columbia,East,TEC-MA-10004212,Technology,Machines,1379.92,8,0,648.5624
11-01-2016,DE-13255,Home Office,Springfield,Ohio,East,TEC-PH-10000148,Technology,Phones,15.588,2,0.4,-9.8724
11-07-2014,LA-16780,Corporate,Hackensack,New Jersey,East,TEC-PH-10003885,Technology,Phones,197.97,3,0,57.4113
06-09-2016,MO-17500,Consumer,New York City,New York,East,TEC-AC-10004761,Technology,Accessories,31.86,2,0,11.151
08-03-2016,ZC-21910,Consumer,Miami,Florida,South,TEC-PH-10001530,Technology,Phones,1363.96,5,0.2,85.2475
27-05-2014,LC-16885,Consumer,San Francisco,California,West,TEC-PH-10000486,Technology,Phones,1113.504,12,0.2,125.2692
27-05-2014,LC-16885,Consumer,San Francisco,California,West,TEC-AC-10001606,Technology,Accessories,99.99,1,0,37.9962
16-04-2015,TS-21160,Corporate,Toledo,Ohio,East,TEC-PH-10002115,Technology,Phones,118.782,3,0.4,-27.7158
12-11-2016,MS-17710,Consumer,Mesa,Arizona,West,TEC-AC-10003447,Technology,Accessories,31.984,2,0.2,1.999
01-03-2016,KD-16270,Consumer,Yonkers,New York,East,TEC-MA-10003979,Technology,Machines,4899.93,7,0,2400.9657
15-08-2016,CY-12745,Corporate,Oakland,California,West,TEC-PH-10004896,Technology,Phones,71.976,3,0.2,7.1976
04-06-2017,LW-16990,Corporate,Monroe,North Carolina,South,TEC-PH-10001819,Technology,Phones,71.984,2,0.2,25.1944
06-12-2015,NP-18325,Consumer,San Diego,California,West,TEC-PH-10000576,Technology,Phones,219.184,2,0.2,19.1786
14-06-2016,PV-18985,Home Office,San Francisco,California,West,TEC-AC-10001013,Technology,Accessories,29.29,1,0,9.6657
19-11-2016,EH-13945,Consumer,Houston,Texas,Central,TEC-PH-10003589,Technology,Phones,71.96,5,0.2,25.186
18-12-2017,RA-19915,Consumer,Encinitas,California,West,TEC-AC-10003610,Technology,Accessories,119.98,2,0,57.5904
04-09-2015,CS-12355,Consumer,Roswell,Georgia,South,TEC-AC-10002049,Technology,Accessories,619.95,5,0,111.591
20-01-2014,HL-15040,Consumer,Jonesboro,Arkansas,South,TEC-PH-10001061,Technology,Phones,699.93,7,0,181.9818
29-09-2014,AP-10915,Consumer,Los Angeles,California,West,TEC-MA-10004241,Technology,Machines,686.32,2,0.2,223.054
04-04-2015,NC-18340,Consumer,Lansing,Michigan,Central,TEC-PH-10000307,Technology,Phones,10.95,1,0,0.438
04-04-2015,NC-18340,Consumer,Lansing,Michigan,Central,TEC-CO-10004202,Technology,Copiers,599.98,2,0,209.993
03-03-2014,AP-10720,Home Office,New York City,New York,East,TEC-PH-10004700,Technology,Phones,9.99,1,0,4.5954
02-11-2015,KC-16540,Consumer,Seattle,Washington,West,TEC-AC-10001552,Technology,Accessories,447.93,9,0,49.2723
01-12-2016,JE-15745,Consumer,Rockville,Maryland,East,TEC-PH-10003931,Technology,Phones,179.97,3,0,44.9925
