Order Date,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
27-11-2015,DO-13435,Consumer,Pembroke Pines,Florida,South,FUR-TA-10000617,Furniture,Tables,375.4575,3,0.45,-157.0095
03-12-2015,DK-13225,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001935,Furniture,Furnishings,2.96,1,0.2,0.777
08-09-2016,AG-10675,Consumer,Houston,Texas,Central,FUR-BO-10004834,Furniture,Bookcases,2396.2656,4,0.32,-317.1528
08-12-2017,KH-16510,Consumer,San Francisco,California,West,FUR-TA-10002041,Furniture,Tables,1004.024,7,0.2,-112.9527
08-12-2017,KH-16510,Consumer,San Francisco,California,West,FUR-BO-10001972,Furniture,Bookcases,1336.829,13,0.15,31.4548
08-12-2017,KH-16510,Consumer,San Francisco,California,West,FUR-CH-10003956,Furniture,Chairs,113.568,2,0.2,-18.4548
03-11-2017,KC-16675,Corporate,Seattle,Washington,West,FUR-CH-10001891,Furniture,Chairs,307.136,4,0.2,26.8744
14-04-2016,PB-19150,Consumer,Los Angeles,California,West,FUR-CH-10004886,Furniture,Chairs,383.8,5,0.2,38.38
19-10-2017,MP-17965,Corporate,Lawrence,Massachusetts,East,FUR-FU-10004712,Furniture,Furnishings,56.56,4,0,14.7056
21-08-2017,NF-18385,Consumer,Jackson,Mississippi,South,FUR-CH-10000015,Furniture,Chairs,866.4,4,0,225.264
23-11-2017,JM-15265,Corporate,Canton,Michigan,Central,FUR-FU-10003347,Furniture,Furnishings,28.4,2,0,11.076
20-01-2017,CV-12805,Corporate,New York City,New York,East,FUR-CH-10003396,Furniture,Chairs,207.846,3,0.1,2.3094
05-09-2016,PK-19075,Consumer,Detroit,Michigan,Central,FUR-FU-10000246,Furniture,Furnishings,12.22,1,0,3.666
05-09-2016,PK-19075,Consumer,Detroit,Michigan,Central,FUR-CH-10002372,Furniture,Chairs,242.94,3,0,29.1528
20-03-2017,TB-21595,Consumer,Columbus,Indiana,Central,FUR-FU-10000206,Furniture,Furnishings,2.91,1,0,1.3677
20-10-2017,EB-13705,Corporate,Akron,Ohio,East,FUR-TA-10001539,Furniture,Tables,284.364,2,0.4,-75.8304
12-02-2014,SC-20095,Consumer,Concord,California,West,FUR-CH-10000225,Furniture,Chairs,129.568,2,0.2,-24.294
26-09-2016,NF-18385,Consumer,Decatur,Illinois,Central,FUR-CH-10002331,Furniture,Chairs,747.558,3,0.3,-96.1146
22-04-2016,TN-21040,Home Office,Phoenix,Arizona,West,FUR-FU-10000023,Furniture,Furnishings,23.56,5,0.2,7.068
22-04-2016,TN-21040,Home Office,Phoenix,Arizona,West,FUR-TA-10001889,Furniture,Tables,1272.63,6,0.5,-814.4832
17-01-2015,JS-15940,Home Office,Park Ridge,Illinois,Central,FUR-FU-10002918,Furniture,Furnishings,254.744,7,0.6,-312.0614
31-03-2017,DS-13180,Corporate,Amarillo,Texas,Central,FUR-BO-10002824,Furniture,Bookcases,205.3328,2,0.32,-36.2352
09-11-2014,JP-15520,Consumer,San Francisco,California,West,FUR-BO-10001601,Furniture,Bookcases,222.666,2,0.15,10.4784
27-10-2016,JE-15475,Consumer,Troy,New York,East,FUR-FU-10002671,Furniture,Furnishings,40.2,3,0,19.296
10-06-2017,MT-18070,Home Office,Los Angeles,California,West,FUR-BO-10001337,Furniture,Bookcases,514.165,5,0.15,-30.245
18-03-2016,RO-19780,Consumer,Memphis,Tennessee,South,FUR-TA-10001857,Furniture,Tables,189.882,3,0.4,-94.941
25-07-2016,SC-20095,Consumer,Costa Mesa,California,West,FUR-FU-10004864,Furniture,Furnishings,255.76,4,0,81.8432
25-07-2016,SC-20095,Consumer,Costa Mesa,California,West,FUR-CH-10002602,Furniture,Chairs,241.568,2,0.2,18.1176
25-07-2016,SC-20095,Consumer,Costa Mesa,California,West,FUR-FU-10000073,Furniture,Furnishings,69.3,9,0,22.869
30-05-2016,MY-17380,Corporate,Parker,Colorado,West,FUR-CH-10001215,Furniture,Chairs,801.568,2,0.2,50.098
26-11-2017,LS-17245,Consumer,Gladstone,Missouri,Central,FUR-FU-10001290,Furniture,Furnishings,126.3,3,0,40.416
23-01-2017,MC-17605,Corporate,Detroit,Michigan,Central,FUR-TA-10001857,Furniture,Tables,210.98,2,0,21.098
21-10-2017,PH-18790,Home Office,Lakeland,Florida,South,FUR-CH-10003379,Furniture,Chairs,683.952,3,0.2,42.747
21-10-2017,PH-18790,Home Office,Lakeland,Florida,South,FUR-FU-10001756,Furniture,Furnishings,45.696,3,0.2,5.1408
07-11-2015,KB-16240,Corporate,Los Angeles,California,West,FUR-CH-10000595,Furniture,Chairs,190.72,1,0.2,11.92
07-09-2017,JC-15340,Consumer,Los Angeles,California,West,FUR-FU-10000448,Furniture,Furnishings,47.94,3,0,2.397
07-12-2015,DK-12985,Consumer,Henderson,Kentucky,South,FUR-CH-10002647,Furniture,Chairs,283.92,4,0,70.98
11-05-2014,PG-18895,Consumer,Fort Worth,Texas,Central,FUR-FU-10000723,Furniture,Furnishings,66.112,4,0.6,-84.2928
15-04-2016,BD-11320,Consumer,San Francisco,California,West,FUR-CH-10002024,Furniture,Chairs,1121.568,2,0.2,0
11-09-2017,RC-19960,Consumer,Jacksonville,Florida,South,FUR-FU-10003039,Furniture,Furnishings,34.504,1,0.2,6.0382
10-06-2016,OT-18730,Consumer,Los Angeles,California,West,FUR-TA-10004256,Furniture,Tables,1335.68,4,0.2,-217.048
20-11-2017,LP-17080,Consumer,San Francisco,California,West,FUR-FU-10003347,Furniture,Furnishings,42.6,3,0,16.614
14-09-2014,CA-12775,Consumer,Tampa,Florida,South,FUR-FU-10004020,Furniture,Furnishings,13.128,3,0.2,3.7743
01-10-2017,EB-13840,Corporate,Seattle,Washington,West,FUR-CH-10004997,Furniture,Chairs,451.152,3,0.2,0
20-07-2017,CS-11950,Consumer,Chicago,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,8.792,1,0.6,-5.7148
03-07-2015,BD-11725,Consumer,Richmond,Kentucky,South,FUR-CH-10003956,Furniture,Chairs,70.98,1,0,4.9686
08-08-2014,LR-16915,Consumer,San Diego,California,West,FUR-FU-10001979,Furniture,Furnishings,327.76,8,0,91.7728
15-03-2014,AS-10240,Consumer,Tampa,Florida,South,FUR-FU-10001756,Furniture,Furnishings,45.696,3,0.2,5.1408
18-08-2017,NG-18355,Corporate,New York City,New York,East,FUR-FU-10003849,Furniture,Furnishings,40.48,2,0,15.7872
18-08-2017,NG-18355,Corporate,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,9.94,2,0,3.0814
18-08-2017,NG-18355,Corporate,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,88.02,3,0,27.2862
29-11-2015,SF-20965,Corporate,Dearborn,Michigan,Central,FUR-CH-10004853,Furniture,Chairs,301.96,2,0,87.5684
15-09-2017,MO-17800,Home Office,New York City,New York,East,FUR-FU-10000221,Furniture,Furnishings,35.56,7,0,12.0904
04-10-2015,DJ-13420,Corporate,Warner Robins,Georgia,South,FUR-CH-10001482,Furniture,Chairs,392.94,3,0,43.2234
20-05-2016,RB-19465,Home Office,Vallejo,California,West,FUR-FU-10000576,Furniture,Furnishings,1049.2,5,0,272.792
18-12-2016,JD-16150,Corporate,Minneapolis,Minnesota,Central,FUR-FU-10000732,Furniture,Furnishings,18.84,3,0,6.0288
11-12-2016,AR-10825,Corporate,Vancouver,Washington,West,FUR-FU-10001935,Furniture,Furnishings,14.8,4,0,6.068
19-09-2016,EH-14125,Home Office,Aurora,Illinois,Central,FUR-CH-10001215,Furniture,Chairs,701.372,2,0.3,-50.098
24-08-2015,CB-12025,Consumer,Arlington,Texas,Central,FUR-TA-10001768,Furniture,Tables,918.785,5,0.3,-118.1295
24-12-2014,RP-19390,Consumer,Cleveland,Ohio,East,FUR-FU-10003096,Furniture,Furnishings,30.36,5,0.2,8.7285
09-06-2017,MO-17800,Home Office,Chicago,Illinois,Central,FUR-FU-10002759,Furniture,Furnishings,23.976,3,0.6,-14.3856
09-06-2017,MO-17800,Home Office,Chicago,Illinois,Central,FUR-TA-10000688,Furniture,Tables,108.925,1,0.5,-71.8905
18-03-2017,CD-11980,Consumer,Tyler,Texas,Central,FUR-FU-10003553,Furniture,Furnishings,82.524,3,0.6,-41.262
25-12-2017,RA-19285,Consumer,New York City,New York,East,FUR-BO-10004015,Furniture,Bookcases,191.984,2,0.2,4.7996
21-06-2014,NP-18325,Consumer,Waynesboro,Virginia,South,FUR-FU-10004071,Furniture,Furnishings,104.01,1,0,14.5614
02-09-2017,Dl-13600,Corporate,Cleveland,Ohio,East,FUR-FU-10002960,Furniture,Furnishings,15.072,3,0.2,4.1448
04-11-2016,AS-10285,Corporate,Seattle,Washington,West,FUR-FU-10003394,Furniture,Furnishings,209.88,3,0,35.6796
09-04-2015,JK-15370,Consumer,Long Beach,California,West,FUR-TA-10002774,Furniture,Tables,369.912,3,0.2,-13.8717
02-12-2014,DP-13165,Consumer,New York City,New York,East,FUR-BO-10003272,Furniture,Bookcases,883.92,5,0.2,-110.49
11-01-2014,SV-20365,Consumer,Dover,Delaware,East,FUR-FU-10000010,Furniture,Furnishings,9.94,2,0,3.0814
24-09-2017,KC-16540,Consumer,Newark,Ohio,East,FUR-FU-10002253,Furniture,Furnishings,103.056,3,0.2,24.4758
02-06-2014,CK-12325,Home Office,Orem,Utah,West,FUR-FU-10000246,Furniture,Furnishings,73.32,6,0,21.996
15-12-2016,MP-17965,Corporate,Detroit,Michigan,Central,FUR-TA-10000198,Furniture,Tables,1652.94,3,0,231.4116
07-10-2014,MR-17545,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10000222,Furniture,Furnishings,129.92,5,0.2,21.112
03-12-2016,EG-13900,Consumer,Oceanside,New York,East,FUR-TA-10002228,Furniture,Tables,400.032,2,0.4,-153.3456
03-12-2016,EG-13900,Consumer,Oceanside,New York,East,FUR-CH-10002965,Furniture,Chairs,542.646,3,0.1,102.4998
21-01-2017,DS-13030,Home Office,Seattle,Washington,West,FUR-BO-10001619,Furniture,Bookcases,84.98,1,0,18.6956
27-05-2014,MH-17785,Corporate,San Diego,California,West,FUR-TA-10002607,Furniture,Tables,567.12,10,0.2,-28.356
02-10-2017,RF-19735,Consumer,Trenton,Michigan,Central,FUR-FU-10003577,Furniture,Furnishings,157.74,11,0,56.7864
07-12-2015,MS-17830,Consumer,Los Angeles,California,West,FUR-FU-10002759,Furniture,Furnishings,79.92,4,0,28.7712
18-09-2016,NB-18655,Corporate,Jacksonville,Florida,South,FUR-TA-10001095,Furniture,Tables,383.438,4,0.45,-167.3184
14-05-2014,AJ-10795,Corporate,Saint Petersburg,Florida,South,FUR-FU-10004306,Furniture,Furnishings,310.88,2,0.2,23.316
19-05-2016,LE-16810,Consumer,Arlington,Virginia,South,FUR-CH-10003746,Furniture,Chairs,641.96,2,0,179.7488
30-01-2017,BV-11245,Corporate,Des Moines,Iowa,Central,FUR-FU-10002597,Furniture,Furnishings,34.58,7,0,14.5236
21-08-2015,NZ-18565,Home Office,San Francisco,California,West,FUR-CH-10002335,Furniture,Chairs,544.008,3,0.2,40.8006
03-10-2015,BM-11785,Consumer,Columbus,Ohio,East,FUR-BO-10004409,Furniture,Bookcases,35.49,1,0.5,-15.6156
12-12-2015,LT-17110,Consumer,Lancaster,California,West,FUR-CH-10004675,Furniture,Chairs,348.928,2,0.2,34.8928
26-06-2015,SA-20830,Consumer,Richmond,Virginia,South,FUR-CH-10003199,Furniture,Chairs,332.94,3,0,79.9056
27-11-2015,CD-11920,Consumer,Lake Elsinore,California,West,FUR-CH-10002647,Furniture,Chairs,283.92,5,0.2,17.745
20-02-2017,HW-14935,Corporate,San Diego,California,West,FUR-FU-10004090,Furniture,Furnishings,22.23,1,0,7.3359
22-04-2017,GM-14440,Consumer,San Francisco,California,West,FUR-FU-10000794,Furniture,Furnishings,18.28,2,0,6.2152
03-02-2015,AA-10375,Consumer,Omaha,Nebraska,Central,FUR-FU-10003347,Furniture,Furnishings,28.4,2,0,11.076
13-10-2014,ZC-21910,Consumer,Edmonds,Washington,West,FUR-TA-10002903,Furniture,Tables,1298.55,5,0,311.652
14-05-2017,PJ-19015,Consumer,Santa Ana,California,West,FUR-FU-10000794,Furniture,Furnishings,18.28,2,0,6.2152
28-06-2014,CA-12775,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10001394,Furniture,Chairs,1228.465,5,0.3,0
16-06-2017,JE-15745,Consumer,Florence,Kentucky,South,FUR-CH-10000665,Furniture,Chairs,301.96,2,0,90.588
20-11-2015,BM-11650,Corporate,New York City,New York,East,FUR-BO-10001519,Furniture,Bookcases,186.048,4,0.2,9.3024
13-10-2015,AF-10885,Consumer,Louisville,Kentucky,South,FUR-CH-10001891,Furniture,Chairs,287.94,3,0,77.7438
01-01-2017,GA-14725,Consumer,Lorain,Ohio,East,FUR-FU-10003878,Furniture,Furnishings,48.896,4,0.2,8.5568
19-02-2016,GT-14710,Consumer,New York City,New York,East,FUR-FU-10004090,Furniture,Furnishings,44.46,2,0,14.6718
10-01-2014,AJ-10780,Corporate,Springfield,Virginia,South,FUR-FU-10000965,Furniture,Furnishings,51.94,1,0,21.2954
17-01-2016,CC-12430,Home Office,Concord,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,322.59,3,0,64.518
30-11-2017,HP-14815,Home Office,New York City,New York,East,FUR-CH-10004287,Furniture,Chairs,1242.9,5,0.1,262.39
22-10-2016,PM-19135,Home Office,Detroit,Michigan,Central,FUR-FU-10000732,Furniture,Furnishings,31.4,5,0,10.048
29-04-2014,LL-16840,Consumer,Rochester,New York,East,FUR-FU-10001424,Furniture,Furnishings,17.46,2,0,5.9364
30-12-2017,PO-18865,Consumer,New York City,New York,East,FUR-BO-10003441,Furniture,Bookcases,323.136,4,0.2,12.1176
31-05-2015,SC-20050,Home Office,Norwich,Connecticut,East,FUR-FU-10001935,Furniture,Furnishings,22.2,6,0,9.102
27-11-2017,BM-11650,Corporate,Milwaukee,Wisconsin,Central,FUR-FU-10004091,Furniture,Furnishings,46.94,1,0,19.2454
15-06-2014,KL-16555,Corporate,San Antonio,Texas,Central,FUR-TA-10001520,Furniture,Tables,99.918,2,0.3,-18.5562
15-06-2014,KL-16555,Corporate,San Antonio,Texas,Central,FUR-CH-10003379,Furniture,Chairs,797.944,4,0.3,-56.996
13-12-2016,RW-19630,Corporate,Torrance,California,West,FUR-TA-10000577,Furniture,Tables,1114.272,4,0.2,41.7852
26-07-2015,CA-12775,Consumer,Mesa,Arizona,West,FUR-TA-10002356,Furniture,Tables,393.165,3,0.5,-204.4458
28-11-2017,RB-19795,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10003601,Furniture,Furnishings,516.488,7,0.2,-12.9122
28-11-2017,RB-19795,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10000576,Furniture,Furnishings,1007.232,6,0.2,75.5424
28-11-2017,RB-19795,Home Office,Philadelphia,Pennsylvania,East,FUR-TA-10004154,Furniture,Tables,2065.32,12,0.4,-619.596
03-04-2017,KH-16360,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furniture,Furnishings,25.472,4,0.2,7.6416
28-12-2017,GH-14665,Consumer,Round Rock,Texas,Central,FUR-BO-10004709,Furniture,Bookcases,78.8528,2,0.32,-11.596
22-09-2015,DL-12925,Consumer,Oceanside,California,West,FUR-FU-10004188,Furniture,Furnishings,204.6,2,0,53.196
14-11-2017,LW-16990,Corporate,San Francisco,California,West,FUR-CH-10002965,Furniture,Chairs,321.568,2,0.2,28.1372
16-01-2014,DL-13315,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001095,Furniture,Furnishings,127.104,6,0.2,28.5984
03-10-2016,EB-13870,Consumer,New York City,New York,East,FUR-CH-10003199,Furniture,Chairs,599.292,6,0.1,93.2232
11-11-2014,TZ-21580,Consumer,Louisville,Colorado,West,FUR-CH-10000665,Furniture,Chairs,603.92,5,0.2,75.49
21-05-2017,JG-15805,Corporate,Auburn,New York,East,FUR-FU-10004071,Furniture,Furnishings,520.05,5,0,72.807
29-03-2015,SL-20155,Home Office,Jacksonville,Florida,South,FUR-CH-10004086,Furniture,Chairs,1166.92,5,0.2,131.2785
28-10-2015,RD-19585,Consumer,Henderson,Kentucky,South,FUR-FU-10002885,Furniture,Furnishings,24.1,5,0,9.158
28-10-2015,RD-19585,Consumer,Henderson,Kentucky,South,FUR-FU-10001918,Furniture,Furnishings,33.11,7,0,12.9129
31-07-2015,RH-19495,Consumer,New York City,New York,East,FUR-TA-10002903,Furniture,Tables,1090.782,7,0.4,-290.8752
24-11-2014,VG-21790,Consumer,San Diego,California,West,FUR-FU-10001602,Furniture,Furnishings,151.72,4,0,27.3096
17-06-2017,PF-19165,Consumer,Olympia,Washington,West,FUR-FU-10004848,Furniture,Furnishings,155.25,3,0,46.575
21-12-2015,JS-15880,Consumer,Seattle,Washington,West,FUR-TA-10003748,Furniture,Tables,1618.37,13,0,356.0414
