Order Date,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
16-01-2016,EH-13945,Consumer,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,11.648,2,0.2,4.2224
17-09-2015,TB-21520,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10000474,Office Supplies,Binders,9.618,2,0.7,-7.0532
17-09-2015,TB-21520,Consumer,Philadelphia,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,3.264,2,0.2,1.1016
17-09-2015,TB-21520,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10004042,Office Supplies,Art,86.304,6,0.2,9.7092
17-09-2015,TB-21520,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,6.858,6,0.7,-5.715
17-09-2015,TB-21520,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,15.76,2,0.2,3.546
19-10-2017,MA-17560,Home Office,Houston,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,29.472,3,0.2,9.9468
27-12-2015,SN-20710,Home Office,Houston,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,113.328,9,0.2,35.415
17-07-2016,RA-19885,Corporate,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,77.88,2,0,3.894
19-09-2017,ES-14080,Corporate,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,95.616,2,0.2,9.5616
11-03-2016,ON-18715,Corporate,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,17.46,2,0,8.2062
20-10-2014,PO-18865,Consumer,Westland,Michigan,Central,OFF-ST-10001713,Office Supplies,Storage,211.96,4,0,8.4784
18-04-2015,DP-13000,Consumer,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,38.22,6,0,17.9634
18-04-2015,DP-13000,Consumer,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,75.18,6,0,35.3346
11-12-2016,JM-15265,Corporate,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,15.26,7,0,6.2566
17-06-2016,TB-21055,Consumer,Troy,New York,East,OFF-ST-10000604,Office Supplies,Storage,208.56,6,0,52.14
17-06-2016,TB-21055,Consumer,Troy,New York,East,OFF-PA-10001569,Office Supplies,Paper,32.4,5,0,15.552
17-06-2016,TB-21055,Consumer,Troy,New York,East,OFF-PA-10000587,Office Supplies,Paper,14.56,2,0,6.9888
17-06-2016,TB-21055,Consumer,Troy,New York,East,OFF-BI-10001460,Office Supplies,Binders,48.48,4,0.2,16.362
17-06-2016,TB-21055,Consumer,Troy,New York,East,OFF-AR-10001868,Office Supplies,Art,1.68,1,0,0.84
24-11-2015,KM-16720,Consumer,Los Angeles,California,West,OFF-BI-10001078,Office Supplies,Binders,25.824,6,0.2,9.3612
24-11-2015,KM-16720,Consumer,Los Angeles,California,West,OFF-PA-10003892,Office Supplies,Paper,146.73,3,0,68.9631
05-12-2014,BS-11590,Corporate,Gilbert,Arizona,West,OFF-AR-10002671,Office Supplies,Art,1113.024,8,0.2,111.3024
04-06-2016,KD-16270,Consumer,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,Paper,75.88,2,0,35.6636
18-09-2016,HM-14980,Consumer,New York City,New York,East,OFF-BI-10004654,Office Supplies,Binders,4.616,1,0.2,1.731
14-09-2017,TB-21520,Consumer,Jackson,Michigan,Central,OFF-PA-10004675,Office Supplies,Paper,19.05,3,0,8.763
26-04-2015,JE-15745,Consumer,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,72.784,1,0.2,-18.196
09-12-2017,KB-16600,Corporate,Houston,Texas,Central,OFF-BI-10004182,Office Supplies,Binders,1.248,3,0.8,-1.9344
09-12-2017,KB-16600,Corporate,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,27.24,3,0.2,2.724
12-06-2016,SC-20770,Corporate,Decatur,Alabama,South,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,0,56.2032
12-06-2016,SC-20770,Corporate,Decatur,Alabama,South,OFF-BI-10002309,Office Supplies,Binders,16.74,3,0,8.0352
12-10-2014,DN-13690,Consumer,San Francisco,California,West,OFF-AR-10002053,Office Supplies,Art,14.9,5,0,4.172
12-10-2014,DN-13690,Consumer,San Francisco,California,West,OFF-ST-10002370,Office Supplies,Storage,21.39,1,0,6.2031
03-09-2015,JC-16105,Corporate,Durham,North Carolina,South,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,0.2,62.8075
13-11-2017,CS-12400,Home Office,Chicago,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549
26-10-2017,PG-18895,Consumer,Rochester,Minnesota,Central,OFF-LA-10000134,Office Supplies,Labels,6.16,2,0,2.9568
05-04-2016,GM-14455,Home Office,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Storage,158.368,7,0.2,13.8572
17-09-2016,JS-15685,Corporate,Los Angeles,California,West,OFF-AR-10004930,Office Supplies,Art,20.1,3,0,6.633
17-09-2016,JS-15685,Corporate,Los Angeles,California,West,OFF-PA-10000304,Office Supplies,Paper,6.48,1,0,3.1104
31-01-2015,KB-16315,Consumer,Minneapolis,Minnesota,Central,OFF-PA-10003177,Office Supplies,Paper,12.96,2,0,6.2208
31-01-2015,KB-16315,Consumer,Minneapolis,Minnesota,Central,OFF-BI-10002852,Office Supplies,Binders,32.96,2,0,16.1504
06-11-2017,RB-19705,Home Office,Portland,Oregon,West,OFF-BI-10004738,Office Supplies,Binders,5.682,1,0.7,-3.788
17-06-2017,KD-16345,Consumer,San Francisco,California,West,OFF-BI-10001721,Office Supplies,Binders,51.312,3,0.2,17.9592
06-09-2016,ER-13855,Corporate,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,0,22.5852
29-08-2016,RB-19465,Home Office,Chicago,Illinois,Central,OFF-PA-10003256,Office Supplies,Paper,64.624,7,0.2,22.6184
29-08-2016,RB-19465,Home Office,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,1.788,3,0.8,-3.0396
01-12-2016,GZ-14470,Consumer,Rochester,Minnesota,Central,OFF-PA-10004040,Office Supplies,Paper,23.92,4,0,11.7208
13-11-2015,LC-16870,Consumer,Aurora,Colorado,West,OFF-BI-10002794,Office Supplies,Binders,36.882,3,0.7,-25.8174
23-11-2017,JM-15250,Consumer,Charlotte,North Carolina,South,OFF-AR-10000390,Office Supplies,Art,3.304,1,0.2,1.0738
03-11-2016,CL-12565,Consumer,Urbandale,Iowa,Central,OFF-AR-10000380,Office Supplies,Art,75.96,2,0,22.788
03-11-2016,CL-12565,Consumer,Urbandale,Iowa,Central,OFF-BI-10003981,Office Supplies,Binders,27.24,6,0,13.3476
25-08-2014,RC-19960,Consumer,Columbus,Ohio,East,OFF-FA-10000621,Office Supplies,Fasteners,40.096,14,0.2,14.5348
25-08-2014,RC-19960,Consumer,Columbus,Ohio,East,OFF-EN-10002600,Office Supplies,Envelopes,4.72,2,0.2,1.652
25-08-2014,RC-19960,Consumer,Columbus,Ohio,East,OFF-PA-10004965,Office Supplies,Paper,23.976,3,0.2,7.4925
25-08-2014,RC-19960,Consumer,Columbus,Ohio,East,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,0.2,44.0316
05-04-2015,GG-14650,Corporate,Bristol,Tennessee,South,OFF-BI-10003650,Office Supplies,Binders,157.794,1,0.7,-115.7156
12-06-2016,SC-20725,Consumer,Wilmington,Delaware,East,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0,13.878
12-06-2016,SC-20725,Consumer,Wilmington,Delaware,East,OFF-ST-10000777,Office Supplies,Storage,226.56,6,0,63.4368
12-06-2016,SC-20725,Consumer,Wilmington,Delaware,East,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,0,51.759
05-11-2017,TS-21610,Consumer,Phoenix,Arizona,West,OFF-BI-10003274,Office Supplies,Binders,2.388,2,0.7,-1.8308
05-11-2017,TS-21610,Consumer,Phoenix,Arizona,West,OFF-ST-10002974,Office Supplies,Storage,243.992,7,0.2,30.499
02-02-2017,DW-13585,Corporate,Columbus,Ohio,East,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364
02-02-2017,DW-13585,Corporate,Columbus,Ohio,East,OFF-FA-10002780,Office Supplies,Fasteners,21.456,9,0.2,6.9732
13-10-2016,LC-16885,Consumer,Roseville,California,West,OFF-PA-10001804,Office Supplies,Paper,20.04,3,0,9.6192
13-10-2016,LC-16885,Consumer,Roseville,California,West,OFF-PA-10001736,Office Supplies,Paper,35.44,1,0,16.6568
13-10-2016,LC-16885,Consumer,Roseville,California,West,OFF-AR-10001149,Office Supplies,Art,11.52,4,0,3.456
13-10-2016,LC-16885,Consumer,Roseville,California,West,OFF-FA-10002988,Office Supplies,Fasteners,4.02,2,0,1.9698
13-10-2016,LC-16885,Consumer,Roseville,California,West,OFF-BI-10004781,Office Supplies,Binders,76.176,3,0.2,26.6616
13-10-2016,LC-16885,Consumer,Roseville,California,West,OFF-SU-10001218,Office Supplies,Supplies,65.88,6,0,18.4464
18-09-2017,SH-19975,Corporate,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Art,8.82,3,0,2.3814
18-09-2017,SH-19975,Corporate,San Francisco,California,West,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0,5.1042
18-09-2017,SH-19975,Corporate,San Francisco,California,West,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0,68.976
22-12-2017,SG-20080,Consumer,Independence,Missouri,Central,OFF-AP-10001058,Office Supplies,Appliances,839.43,3,0,218.2518
07-09-2015,HA-14920,Consumer,Pasadena,California,West,OFF-ST-10003656,Office Supplies,Storage,671.93,7,0,20.1579
05-12-2016,JE-16165,Corporate,Franklin,Wisconsin,Central,OFF-BI-10002735,Office Supplies,Binders,171.55,5,0,80.6285
13-03-2016,TW-21025,Home Office,Scottsdale,Arizona,West,OFF-AP-10000326,Office Supplies,Appliances,157.92,5,0.2,17.766
31-05-2015,SP-20650,Corporate,San Jose,California,West,OFF-PA-10001950,Office Supplies,Paper,58.38,7,0,26.271
31-05-2015,SP-20650,Corporate,San Jose,California,West,OFF-PA-10002254,Office Supplies,Paper,105.52,4,0,48.5392
31-05-2015,SP-20650,Corporate,San Jose,California,West,OFF-ST-10001590,Office Supplies,Storage,80.88,6,0,21.0288
28-05-2015,NK-18490,Home Office,Seattle,Washington,West,OFF-AR-10001547,Office Supplies,Art,6.63,3,0,1.7901
20-11-2016,NP-18670,Consumer,Edmond,Oklahoma,Central,OFF-LA-10002475,Office Supplies,Labels,14.62,2,0,6.8714
11-05-2016,TT-21070,Consumer,Los Angeles,California,West,OFF-PA-10002751,Office Supplies,Paper,5.98,1,0,2.691
16-11-2016,RD-19900,Consumer,Carlsbad,New Mexico,West,OFF-EN-10001990,Office Supplies,Envelopes,28.4,5,0,13.348
07-11-2016,MJ-17740,Consumer,Seattle,Washington,West,OFF-BI-10004002,Office Supplies,Binders,27.68,2,0.2,9.688
08-09-2014,BM-11140,Consumer,San Antonio,Texas,Central,OFF-AR-10004441,Office Supplies,Art,9.936,3,0.2,2.7324
08-09-2014,BM-11140,Consumer,San Antonio,Texas,Central,OFF-ST-10000991,Office Supplies,Storage,275.928,3,0.2,-58.6347
08-09-2014,BM-11140,Consumer,San Antonio,Texas,Central,OFF-AR-10002656,Office Supplies,Art,32.064,6,0.2,6.8136
08-09-2014,BM-11140,Consumer,San Antonio,Texas,Central,OFF-AP-10002518,Office Supplies,Appliances,177.98,5,0.8,-453.849
05-08-2014,CS-12130,Consumer,Los Angeles,California,West,OFF-PA-10000659,Office Supplies,Paper,20.94,3,0,9.8418
05-08-2014,CS-12130,Consumer,Los Angeles,California,West,OFF-PA-10001144,Office Supplies,Paper,110.96,2,0,53.2608
14-09-2014,JB-15400,Corporate,Chicago,Illinois,Central,OFF-AP-10000891,Office Supplies,Appliances,52.448,2,0.8,-131.12
14-09-2014,JB-15400,Corporate,Chicago,Illinois,Central,OFF-LA-10003148,Office Supplies,Labels,20.16,4,0.2,6.552
21-04-2017,SJ-20500,Consumer,Houston,Texas,Central,OFF-AP-10002684,Office Supplies,Appliances,97.264,4,0.8,-243.16
21-11-2015,JE-15745,Consumer,Newark,Ohio,East,OFF-SU-10002189,Office Supplies,Supplies,15.88,5,0.2,-3.7715
15-12-2015,JK-15640,Home Office,New York City,New York,East,OFF-AR-10001940,Office Supplies,Art,3.28,1,0,1.4104
05-12-2014,DK-13150,Corporate,Decatur,Illinois,Central,OFF-ST-10003455,Office Supplies,Storage,24.816,2,0.2,1.8612
28-11-2016,SK-19990,Consumer,Fairfield,Connecticut,East,OFF-BI-10001890,Office Supplies,Binders,7.16,2,0,3.4368
16-07-2016,AM-10360,Corporate,Grand Prairie,Texas,Central,OFF-ST-10001328,Office Supplies,Storage,37.224,3,0.2,3.7224
16-07-2016,AM-10360,Corporate,Grand Prairie,Texas,Central,OFF-PA-10001950,Office Supplies,Paper,20.016,3,0.2,6.255
12-10-2015,MP-17470,Home Office,New York City,New York,East,OFF-PA-10000061,Office Supplies,Paper,51.84,8,0,24.8832
12-10-2015,MP-17470,Home Office,New York City,New York,East,OFF-AR-10003514,Office Supplies,Art,19.9,5,0,6.567
31-10-2015,MZ-17515,Corporate,Redlands,California,West,OFF-EN-10001509,Office Supplies,Envelopes,14.28,7,0,6.7116
21-03-2014,CB-12025,Consumer,Hamilton,Ohio,East,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038
21-03-2014,CB-12025,Consumer,Hamilton,Ohio,East,OFF-AR-10004027,Office Supplies,Art,6.048,3,0.2,1.5876
06-11-2017,VM-21685,Home Office,Westfield,New Jersey,East,OFF-ST-10001414,Office Supplies,Storage,46.26,3,0,12.0276
06-07-2017,FH-14365,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10000343,Office Supplies,Binders,2.946,2,0.7,-2.2586
06-07-2017,FH-14365,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10002749,Office Supplies,Paper,16.056,3,0.2,5.8203
24-06-2017,MB-17305,Consumer,Akron,Ohio,East,OFF-PA-10002666,Office Supplies,Paper,21.744,3,0.2,6.795
03-08-2014,BS-11755,Consumer,Denver,Colorado,West,OFF-AP-10003622,Office Supplies,Appliances,2.6,1,0.2,0.2925
17-12-2017,LC-17140,Consumer,Dallas,Texas,Central,OFF-AP-10003217,Office Supplies,Appliances,66.284,2,0.8,-178.9668
01-12-2017,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-ST-10000642,Office Supplies,Storage,83.92,4,0,5.8744
01-12-2017,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-BI-10003274,Office Supplies,Binders,15.92,4,0,7.4824
01-12-2017,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-FA-10000134,Office Supplies,Fasteners,52.29,9,0,16.2099
01-12-2017,JH-15985,Consumer,Saginaw,Michigan,Central,OFF-ST-10001522,Office Supplies,Storage,91.99,1,0,3.6796
02-01-2015,VW-21775,Corporate,Medina,Ohio,East,OFF-LA-10004544,Office Supplies,Labels,23.68,2,0.2,8.88
28-10-2016,JH-15910,Consumer,Los Angeles,California,West,OFF-ST-10001328,Office Supplies,Storage,93.06,6,0,26.0568
24-12-2015,JB-15925,Consumer,Dublin,Ohio,East,OFF-FA-10000585,Office Supplies,Fasteners,5.584,2,0.2,1.8148
24-12-2015,JB-15925,Consumer,Dublin,Ohio,East,OFF-PA-10004000,Office Supplies,Paper,22.704,6,0.2,8.2302
24-12-2015,JB-15925,Consumer,Dublin,Ohio,East,OFF-BI-10002852,Office Supplies,Binders,19.776,4,0.7,-13.8432
24-12-2015,JB-15925,Consumer,Dublin,Ohio,East,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,2.7168
09-08-2015,DS-13180,Corporate,Detroit,Michigan,Central,OFF-AR-10001026,Office Supplies,Art,2.2,1,0,0.968
09-08-2015,DS-13180,Corporate,Detroit,Michigan,Central,OFF-ST-10002485,Office Supplies,Storage,21.98,1,0,0.2198
13-09-2014,EA-14035,Corporate,Charlotte,North Carolina,South,OFF-BI-10001679,Office Supplies,Binders,18.648,7,0.7,-12.432
07-04-2017,CS-12400,Home Office,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,Binders,5.328,2,0.7,-3.552
12-11-2017,DB-13120,Corporate,Santa Clara,California,West,OFF-PA-10002479,Office Supplies,Paper,10.56,2,0,4.752
04-06-2016,KL-16645,Consumer,Chicago,Illinois,Central,OFF-PA-10003349,Office Supplies,Paper,25.92,5,0.2,9.396
04-06-2016,KL-16645,Consumer,Chicago,Illinois,Central,OFF-AR-10004685,Office Supplies,Art,7.408,2,0.2,1.2038
01-06-2014,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-ST-10002276,Office Supplies,Storage,166.72,2,0,41.68
01-06-2014,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-PA-10004082,Office Supplies,Paper,47.88,6,0,23.94
01-06-2014,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-AP-10002945,Office Supplies,Appliances,1503.25,5,0,496.0725
01-06-2014,DW-13480,Home Office,Lakeville,Minnesota,Central,OFF-PA-10000061,Office Supplies,Paper,25.92,4,0,12.4416
11-09-2016,KC-16540,Consumer,San Diego,California,West,OFF-PA-10004569,Office Supplies,Paper,7.61,1,0,3.5767
10-12-2016,DL-13315,Consumer,New York City,New York,East,OFF-ST-10001228,Office Supplies,Storage,80.58,6,0,22.5624
10-12-2016,DL-13315,Consumer,New York City,New York,East,OFF-EN-10003296,Office Supplies,Envelopes,361.92,4,0,162.864
28-11-2015,DR-12880,Corporate,Chicago,Illinois,Central,OFF-ST-10004804,Office Supplies,Storage,82.368,2,0.2,-19.5624
28-11-2015,DR-12880,Corporate,Chicago,Illinois,Central,OFF-ST-10001590,Office Supplies,Storage,53.92,5,0.2,4.044
01-12-2017,CC-12670,Consumer,New York City,New York,East,OFF-ST-10002790,Office Supplies,Storage,221.55,3,0,6.6465
01-12-2017,CC-12670,Consumer,New York City,New York,East,OFF-BI-10003460,Office Supplies,Binders,17.52,5,0.2,6.132
08-06-2017,Dl-13600,Corporate,Pasadena,Texas,Central,OFF-AP-10002203,Office Supplies,Appliances,1.624,2,0.8,-4.466
16-06-2017,CB-12535,Corporate,Chapel Hill,North Carolina,South,OFF-AR-10003602,Office Supplies,Art,14.016,3,0.2,4.7304
22-01-2016,PG-18895,Consumer,Morristown,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,7.56,6,0,0.3024
09-12-2017,CA-12310,Corporate,Cincinnati,Ohio,East,OFF-ST-10004180,Office Supplies,Storage,37.208,1,0.2,-7.4416
09-12-2017,CA-12310,Corporate,Cincinnati,Ohio,East,OFF-EN-10004386,Office Supplies,Envelopes,57.576,3,0.2,21.591
28-12-2017,KH-16690,Corporate,San Francisco,California,West,OFF-ST-10003208,Office Supplies,Storage,725.84,4,0,210.4936
30-07-2015,HA-14920,Consumer,San Francisco,California,West,OFF-BI-10002557,Office Supplies,Binders,10.92,3,0.2,4.095
16-09-2017,BB-10990,Corporate,Inglewood,California,West,OFF-PA-10002615,Office Supplies,Paper,8.82,2,0,4.0572
16-09-2017,BB-10990,Corporate,Inglewood,California,West,OFF-AR-10001427,Office Supplies,Art,5.98,1,0,1.5548
13-10-2017,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10000673,Office Supplies,Paper,11.648,2,0.2,4.0768
13-10-2017,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10004470,Office Supplies,Paper,18.176,4,0.2,5.9072
13-10-2017,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10000876,Office Supplies,Storage,59.712,6,0.2,5.9712
13-10-2017,AG-10495,Corporate,Philadelphia,Pennsylvania,East,OFF-LA-10002043,Office Supplies,Labels,24.84,3,0.2,8.694
26-09-2015,SC-20725,Consumer,Houston,Texas,Central,OFF-BI-10004967,Office Supplies,Binders,2.08,5,0.8,-3.432
26-09-2015,TB-21520,Consumer,Portland,Oregon,West,OFF-PA-10000474,Office Supplies,Paper,141.76,5,0.2,47.844
26-09-2015,TB-21520,Consumer,Portland,Oregon,West,OFF-PA-10004100,Office Supplies,Paper,31.104,6,0.2,10.8864
18-12-2016,AH-10195,Corporate,Tamarac,Florida,South,OFF-BI-10000778,Office Supplies,Binders,254.058,7,0.7,-169.372
18-12-2016,AH-10195,Corporate,Tamarac,Florida,South,OFF-AP-10002684,Office Supplies,Appliances,194.528,2,0.2,24.316
18-12-2016,AH-10195,Corporate,Tamarac,Florida,South,OFF-SU-10000646,Office Supplies,Supplies,961.48,5,0.2,-204.3145
20-11-2016,NZ-18565,Home Office,Columbus,Ohio,East,OFF-FA-10002983,Office Supplies,Fasteners,19.096,7,0.2,6.6836
20-11-2016,NZ-18565,Home Office,Columbus,Ohio,East,OFF-LA-10004689,Office Supplies,Labels,18.496,8,0.2,6.2424
26-12-2014,KL-16555,Corporate,Colorado Springs,Colorado,West,OFF-BI-10004593,Office Supplies,Binders,78.6,5,0.7,-62.88
26-12-2014,KL-16555,Corporate,Colorado Springs,Colorado,West,OFF-FA-10004854,Office Supplies,Fasteners,27.552,3,0.2,9.2988
28-10-2016,JD-15895,Corporate,Belleville,New Jersey,East,OFF-PA-10002105,Office Supplies,Paper,32.4,5,0,15.552
28-10-2016,JD-15895,Corporate,Belleville,New Jersey,East,OFF-ST-10002756,Office Supplies,Storage,1082.48,8,0,10.8248
28-10-2016,JD-15895,Corporate,Belleville,New Jersey,East,OFF-PA-10004243,Office Supplies,Paper,56.91,3,0,27.3168
28-10-2016,JD-15895,Corporate,Belleville,New Jersey,East,OFF-BI-10002706,Office Supplies,Binders,14.28,1,0,6.5688
30-12-2014,KB-16600,Corporate,Taylor,Michigan,Central,OFF-AR-10003651,Office Supplies,Art,9.84,3,0,2.8536
01-06-2014,CR-12625,Home Office,Lakewood,New Jersey,East,OFF-BI-10001072,Office Supplies,Binders,45.48,3,0,20.9208
01-06-2014,CR-12625,Home Office,Lakewood,New Jersey,East,OFF-AR-10002135,Office Supplies,Art,289.2,6,0,83.868
15-04-2017,SH-20395,Consumer,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,4.89,1,0,2.0049
12-09-2016,BP-11185,Corporate,Arvada,Colorado,West,OFF-LA-10000634,Office Supplies,Labels,6.264,3,0.2,2.0358
09-08-2014,AG-10525,Corporate,Saint Petersburg,Florida,South,OFF-PA-10001937,Office Supplies,Paper,15.552,3,0.2,5.4432
28-12-2014,SP-20860,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10003373,Office Supplies,Art,99.136,4,0.2,8.6744
04-11-2014,NM-18445,Home Office,New York City,New York,East,OFF-ST-10002974,Office Supplies,Storage,43.57,1,0,13.071
19-09-2014,FA-14230,Corporate,Long Beach,California,West,OFF-FA-10000624,Office Supplies,Fasteners,7.16,2,0,3.58
23-04-2016,GK-14620,Corporate,Hesperia,California,West,OFF-BI-10004593,Office Supplies,Binders,251.52,6,0.2,81.744
30-08-2016,PO-18850,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10000675,Office Supplies,Storage,54.224,2,0.2,3.389
30-08-2016,PO-18850,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10001074,Office Supplies,Labels,100.24,10,0.2,33.831
30-08-2016,PO-18850,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,Binders,37.764,6,0.7,-27.6936
25-04-2016,JL-15850,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001153,Office Supplies,Binders,20.724,2,0.7,-13.816
25-04-2016,JL-15850,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001982,Office Supplies,Binders,4.896,3,0.7,-3.4272
01-09-2015,DB-13615,Consumer,Los Angeles,California,West,OFF-BI-10001922,Office Supplies,Binders,4.752,1,0.2,1.6038
01-09-2015,DB-13615,Consumer,Los Angeles,California,West,OFF-BI-10004140,Office Supplies,Binders,14.368,4,0.2,4.49
12-07-2014,AC-10420,Corporate,San Francisco,California,West,OFF-BI-10003314,Office Supplies,Binders,7.712,2,0.2,2.7956
22-06-2015,KL-16645,Consumer,Layton,Utah,West,OFF-FA-10000490,Office Supplies,Fasteners,4.96,4,0,2.3312
13-04-2014,JD-15895,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10000122,Office Supplies,Art,17.856,4,0.2,1.116
13-04-2014,JD-15895,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10003656,Office Supplies,Binders,509.97,10,0.7,-407.976
13-04-2014,JD-15895,Corporate,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,30.992,13,0.2,10.0724
20-12-2015,CS-12130,Consumer,Austin,Texas,Central,OFF-ST-10000107,Office Supplies,Storage,88.8,4,0.2,-2.22
08-07-2017,TD-20995,Consumer,Lowell,Massachusetts,East,OFF-AR-10004027,Office Supplies,Art,7.56,3,0,3.0996
08-07-2017,TD-20995,Consumer,Lowell,Massachusetts,East,OFF-PA-10000249,Office Supplies,Paper,24.56,2,0,11.5432
08-07-2017,TD-20995,Consumer,Lowell,Massachusetts,East,OFF-AR-10001374,Office Supplies,Art,12.96,2,0,4.1472
01-09-2016,AB-10060,Home Office,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,24.56,2,0,11.5432
01-09-2016,AB-10060,Home Office,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,3.048,1,0.2,1.0668
